,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
9951,Kolkata,"North Indian, South Indian, Continental",400,99,4.3,1028,728,65 
9952,Kolkata,"Mishti, South Indian, Street Food",100,50,3.4,19,-,30 
9953,Noida,"Rolls, Lebanese",250,50,3.4,9,9,30 
9954,Noida,"Chinese, North Indian",150,50,3.6,77,33,45 
9955,Hyderabad,"North Indian, Street Food, South Indian, Mithai",300,50,3.9,374,128,45 
9956,Mumbai,"Fast Food, Healthy Food, Sandwich, Salad",200,50,3.6,287,78,65 
9957,Bangalore,"Desserts, Cafe, Beverages",400,50,4.4,159,96,30 
9958,Delhi,North Indian,100,50,3.2,7,2,30 
9959,Pune,Chinese,150,50,-,-,-,30 
9960,Delhi,Fast Food,200,99,4.1,380,158,45 
9961,Noida,"North Indian, Chinese",100,50,3.6,76,20,30 
9962,Delhi,"Beverages, Fast Food, Ice Cream",150,50,4.0,1597,887,45 
9963,Kolkata,"Street Food, Chinese, North Indian, Fast Food",200,50,3.8,262,143,45 
9964,Noida,North Indian,100,50,NEW,-,-,30 
9965,Delhi,"Cafe, Healthy Food, Beverages",300,50,3.9,503,323,45 
9966,Gurgaon,"Fast Food, Chinese",200,50,3.3,9,3,30 
9967,Bangalore,"Andhra, Biryani, Chinese",200,50,3.7,38,14,30 
9968,Delhi,Chinese,100,50,3.0,5,1,30 
9969,Pune,Fast Food,100,50,-,-,-,30 
9970,Gurgaon,"American, Fast Food",200,50,3.8,130,25,30 
9971,Bangalore,"North Indian, Odia",150,50,4.1,338,102,30 
9972,Pune,"Mithai, North Indian, Chinese, South Indian, Street Food, Italian, Desserts, Beverages",200,50,3.9,155,59,30 
9973,Pune,Bakery,200,50,4.2,242,94,80 
9974,Delhi,"Cafe, Pizza, North Indian",250,50,3.8,639,402,65 
9975,Bangalore,"Chinese, Momos",200,50,3.0,15,9,30 
9976,Pune,"South Indian, Kerala, Seafood",200,50,3.9,298,169,45 
9977,Noida,South Indian,100,50,3.0,153,61,45 
9978,Bangalore,"Bakery, Desserts",150,50,4.0,44,32,30 
9979,Delhi,"Fast Food, Momos, North Indian",150,50,4.0,260,156,30 
9980,Noida,Bakery,100,99,3.4,15,3,45 
9981,Delhi,North Indian,100,50,-,-,-,30 
9982,Pune,"Finger Food, Continental, Italian",700,50,4.3,1105,630,45 
9983,Noida,North Indian,200,99,2.5,61,8,45 
9984,Pune,Biryani,150,50,-,-,-,30 
9985,Hyderabad,Fast Food,100,50,-,-,-,30 
9986,Delhi,Desserts,100,50,-,-,-,30 
9987,Mumbai,"Fast Food, Mughlai, Chinese",250,50,3.0,5,-,30 
9988,Pune,"Fast Food, North Indian",200,50,NEW,-,-,30 
9989,Delhi,"Fast Food, Rolls",100,50,3.7,82,22,45 
9990,Pune,"North Indian, Street Food",200,99,3.8,582,256,45 
9991,Noida,"North Indian, Chinese, BBQ",800,50,4.4,1166,889,45 
9992,Noida,"Italian, Pizza, Salad",800,50,4.4,3315,2084,45 
9993,Mumbai,"Biryani, Kebab, Mughlai",200,50,3.9,86,40,45 
9994,Hyderabad,"North Indian, Mughlai, Lebanese",150,50,3.4,190,10,30 
9995,Pune,North Indian,100,99,3.5,18,4,30 
9996,Noida,"Biryani, North Indian, Mughlai, Kebab, Rolls",300,50,3.6,19,8,30 
9997,Kolkata,"Fast Food, North Indian, Mishti",100,50,4.1,272,55,45 
9998,Bangalore,"North Indian, Chinese",200,50,3.3,11,1,30 
9999,Noida,"Burger, Fast Food",200,50,4.0,401,137,45 
10000,Pune,"Cafe, Italian",350,50,4.6,187,127,30 
10001,Pune,"Fast Food, Chinese",200,50,3.7,255,94,45 
10002,Delhi,"North Indian, Street Food, Chinese",150,50,3.8,287,68,45 
10003,Delhi,Fast Food,100,50,3.5,51,13,45 
10004,Delhi,"Chinese, North Indian",250,0,3.6,89,67,30 
10005,Bangalore,"Pizza, Fast Food",200,50,2.9,17,11,30 
10006,Pune,"Fast Food, Burger",200,99,4.0,966,148,45 
10007,Pune,"Biryani, North Indian, Mughlai",200,50,2.9,6,4,30 
10008,Kolkata,"Bakery, Desserts",200,50,4.1,398,223,65 
10009,Pune,"Fast Food, Beverages",200,50,-,-,-,30 
10010,Delhi,"Cafe, Fast Food",200,50,-,-,-,30 
10011,Delhi,"North Indian, Chinese",150,50,3.3,10,4,30 
10012,Noida,"Healthy Food, Fast Food, Salad",300,50,3.1,21,10,30 
10013,Noida,South Indian,200,50,3.5,31,14,30 
10014,Bangalore,"Beverages, Fast Food",100,50,3.7,38,5,30 
10015,Kolkata,"Fast Food, American",150,50,3.5,101,53,45 
10016,Noida,Chinese,100,50,3.7,181,122,30 
10017,Bangalore,"Chinese, Momos, Asian",250,50,3.9,62,34,30 
10018,Gurgaon,"North Indian, Chinese, Rolls",150,50,3.6,53,5,45 
10019,Noida,"Ice Cream, Fast Food",150,50,3.2,9,3,30 
10020,Gurgaon,"Pizza, Fast Food, Chinese, Sandwich, Rolls, Burger",200,50,-,-,-,45 
10021,Bangalore,"Desserts, Ice Cream",150,50,4.1,303,92,30 
10022,Delhi,"Street Food, Beverages",100,50,3.4,16,4,30 
10023,Bangalore,Burger,150,50,3.3,12,10,30 
10024,Gurgaon,North Indian,200,50,3.7,111,14,30 
10025,Bangalore,North Indian,150,50,3.8,19,11,30 
10026,Noida,"Fast Food, Continental, Pizza, Beverages",150,50,3.8,66,40,65 
10027,Hyderabad,South Indian,50,50,3.6,41,9,45 
10028,Noida,Beverages,100,50,NEW,-,-,30 
10029,Kolkata,"Mishti, Street Food",150,50,4.0,561,158,45 
10030,Bangalore,"South Indian, Beverages",200,50,3.3,17,12,30 
10031,Noida,Cafe,300,50,3.5,67,36,30 
10032,Pune,Fast Food,100,99,-,-,-,30 
10033,Mumbai,"North Indian, Chinese, Mughlai",200,50,3.8,278,124,30 
10034,Bangalore,"Beverages, Ice Cream",100,50,4.0,46,14,30 
10035,Bangalore,"Juices, Sandwich, Burger, Beverages, Continental",100,50,2.9,8,6,30 
10036,Mumbai,"Mughlai, North Indian",200,50,4.0,1408,851,45 
10037,Gurgaon,"Fast Food, Street Food",100,50,NEW,-,-,30 
10038,Pune,Fast Food,150,50,3.2,12,6,30 
10039,Pune,"Fast Food, North Eastern, Momos",100,50,2.9,6,6,30 
10040,Delhi,North Indian,100,50,-,-,-,30 
10041,Delhi,North Indian,250,50,3.0,14,3,65 
10042,Mumbai,"Chinese, North Indian",150,50,3.9,255,47,45 
10043,Bangalore,"North Indian, Chinese, Biryani",200,99,3.0,92,30,45 
10044,Gurgaon,"Pizza, Italian, Mexican",200,50,NEW,-,-,30 
10045,Mumbai,"North Indian, Chinese, Mughlai",200,50,3.8,278,124,30 
10046,Bangalore,"Burger, Fast Food, Desserts, Beverages",150,50,2.9,5,3,30 
10047,Bangalore,Desserts,200,50,4.0,37,14,30 
10048,Delhi,"Cafe, Fast Food, Chinese, Beverages",200,50,3.4,17,7,30 
10049,Noida,South Indian,100,50,3.8,67,17,30 
10050,Delhi,"Fast Food, Ice Cream",200,50,3.6,54,38,45 
10051,Delhi,"Bakery, Pizza, Beverages",150,50,3.9,66,47,30 
10052,Noida,"Fast Food, Sandwich, Burger, Beverages",200,50,3.6,47,18,30 
10053,Bangalore,"Mughlai, Biryani, Kebab, North Indian",200,50,3.7,374,117,30 
10054,Kolkata,"Italian, Continental","1,200",50,4.0,655,358,30 
10055,Delhi,"Fast Food, Rolls",100,50,3.7,82,22,45 
10056,Bangalore,"Mexican, Fast Food, Healthy Food",200,50,4.1,84,42,30 
10057,Delhi,"North Indian, Mughlai, Kebab, Rolls",300,50,3.9,156,89,45 
10058,Noida,"Continental, Chinese",200,50,4.1,1952,1135,30 
10059,Bangalore,"Cafe, Continental, Mexican",350,50,4.1,342,180,30 
10060,Noida,"North Indian, Chinese",100,50,3.6,76,20,30 
10061,Gurgaon,Chinese,100,50,NEW,-,-,30 
10062,Bangalore,"Bengali, Chinese",200,50,3.9,68,33,30 
10063,Noida,"Biryani, Mughlai, North Indian",100,50,3.5,39,17,30 
10064,Mumbai,Street Food,150,50,3.9,335,143,30 
10065,Pune,"Ice Cream, Desserts",100,50,3.9,62,10,45 
10066,Noida,"Rolls, North Indian",100,50,NEW,-,-,45 
10067,Delhi,North Indian,150,50,3.4,16,2,30 
10068,Gurgaon,"Biryani, Fast Food",150,50,3.1,5,3,30 
10069,Hyderabad,South Indian,50,50,3.6,41,9,45 
10070,Mumbai,"Korean, Chinese, Japanese, Vietnamese, Asian, Thai",850,50,4.0,1911,761,45 
10071,Delhi,"North Indian, Chinese, Healthy Food",200,50,3.5,24,3,30 
10072,Pune,"Fast Food, North Indian, Beverages",150,50,3.8,284,121,45 
10073,Bangalore,"Cafe, Italian, Fast Food",350,50,4.0,168,49,30 
10074,Delhi,"North Indian, Chinese, Continental, Thai, Momos",350,50,3.6,51,26,30 
10075,Bangalore,"Cafe, Beverages",250,99,3.8,61,24,45 
10076,Bangalore,"Continental, Italian, Beverages",650,50,4.5,375,266,30 
10077,Hyderabad,"Street Food, Biryani, North Indian, Chinese",100,99,3.7,1033,39,45 
10078,Noida,"Chinese, Rolls",150,50,NEW,-,-,30 
10079,Pune,"North Indian, South Indian, Chinese",250,50,3.7,92,62,30 
10080,Pune,"North Indian, Mughlai, Salad",900,50,4.2,1882,848,30 
10081,Delhi,North Indian,150,50,3.7,113,63,65 
10082,Bangalore,"Biryani, Awadhi, Beverages, Desserts",150,50,NEW,-,-,30 
10083,Delhi,"North Indian, Chinese",150,0,3.0,6,-,30 
10084,Noida,"Cafe, Chinese",200,50,NEW,-,-,30 
10085,Pune,Street Food,100,50,3.5,13,8,30 
10086,Delhi,"North Indian, Mughlai",200,50,3.8,27,9,30 
10087,Delhi,"North Indian, Asian",200,50,NEW,-,-,30 
10088,Bangalore,"Ice Cream, Desserts",100,50,3.5,72,27,30 
10089,Delhi,Fast Food,200,50,3.3,64,22,45 
10090,Bangalore,Mithai,150,50,-,-,-,30 
10091,Pune,"Bakery, Cafe, Desserts",100,50,4.0,231,123,45 
10092,Gurgaon,"Continental, Beverages, Healthy Food",200,50,3.2,5,2,30 
10093,Noida,Street Food,100,50,3.1,5,-,30 
10094,Bangalore,Lebanese,150,50,3.8,211,68,30 
10095,Hyderabad,North Indian,200,50,3.2,11,3,30 
10096,Kolkata,"North Indian, South Indian",200,50,3.8,275,38,65 
10097,Delhi,"Biryani, Mughlai",300,50,3.4,90,54,30 
10098,Pune,"Salad, North Indian, Biryani, Desserts, Beverages, Wraps",200,50,4.2,343,97,30 
10099,Delhi,"Asian, Japanese, Chinese, Malaysian, Thai, Sushi",350,50,4.3,226,128,65 
10100,Delhi,"Ice Cream, Beverages",100,50,3.1,7,2,30 
10101,Noida,"Biryani, Rolls, North Indian",200,50,3.2,7,4,30 
10102,Noida,Chinese,150,50,NEW,-,-,30 
10103,Mumbai,"Cafe, American, Desserts, Sandwich, European, Asian",300,50,4.3,511,276,30 
10104,Delhi,"Cafe, Italian",200,50,3.7,50,23,30 
10105,Bangalore,Chinese,300,99,2.9,393,191,65 
10106,Delhi,"North Indian, Chinese, South Indian, Beverages",250,50,NEW,-,-,30 
10107,Pune,"South Indian, North Indian",200,50,4.3,304,147,30 
10108,Bangalore,"Desserts, Ice Cream, Beverages",150,50,4.1,60,44,45 
10109,Bangalore,"Beverages, Bubble Tea, Desserts",150,50,3.9,60,31,30 
10110,Bangalore,"Bengali, Seafood, Beverages, Fast Food",250,50,3.6,12,3,45 
10111,Bangalore,Fast Food,100,50,3.2,12,4,30 
10112,Bangalore,"North Indian, Mughlai, South Indian, Chinese",200,99,4.3,5572,3753,65 
10113,Mumbai,Fast Food,100,50,-,-,-,30 
10114,Bangalore,Street Food,50,50,3.9,134,47,30 
10115,Noida,North Indian,100,50,-,-,-,30 
10116,Noida,"Chinese, North Indian, Fast Food, Momos",450,99,4.1,2664,1356,30 
10117,Bangalore,"North Indian, Chinese, Mughlai",300,50,3.9,224,86,45 
10118,Noida,"Pizza, Bakery",200,50,3.8,250,138,45 
10119,Mumbai,Paan,50,50,3.3,16,7,30 
10120,Delhi,Bakery,100,50,-,-,-,30 
10121,Delhi,"North Indian, Mughlai, Chinese",250,50,3.8,70,60,30 
10122,Pune,"Mithai, Street Food",200,50,3.7,197,104,45 
10123,Pune,"Bakery, Desserts",150,50,3.0,20,5,30 
10124,Mumbai,"North Indian, Continental, Chinese",400,50,3.8,733,222,30 
10125,Delhi,North Indian,150,50,-,-,-,30 
10126,Mumbai,"Healthy Food, North Indian, Biryani, Continental, Beverages",200,50,3.8,-,-,30 
10127,Bangalore,"North Indian, Bihari, Healthy Food",200,50,3.5,13,7,30 
10128,Bangalore,"Fast Food, Burger, Biryani",200,50,3.6,23,10,30 
10129,Pune,Fast Food,150,50,3.5,16,13,30 
10130,Noida,Chinese,250,50,-,-,-,30 
10131,Mumbai,Fast Food,100,50,NEW,-,-,30 
10132,Pune,"North Indian, Chinese, South Indian, Fast Food",300,50,3.4,16,5,30 
10133,Bangalore,"North Indian, Chinese, Seafood",250,50,3.1,305,82,45 
10134,Kolkata,Mithai,150,50,NEW,-,-,30 
10135,Noida,"North Indian, Chinese",200,50,2.9,66,16,65 
10136,Mumbai,"Bakery, Desserts, Fast Food",200,50,3.8,144,64,45 
10137,Delhi,"Fast Food, Bakery",200,50,4.2,133,72,65 
10138,Mumbai,Desserts,150,50,-,-,-,30 
10139,Noida,North Indian,100,50,3.4,19,6,30 
10140,Gurgaon,"Beverages, Fast Food",100,50,3.1,4,2,30 
10141,Pune,Street Food,50,50,4.0,99,32,30 
10142,Noida,"Wraps, Healthy Food, Sandwich, Salad",150,50,4.0,568,135,65 
10143,Noida,"North Indian, Chinese",200,99,2.6,161,20,65 
10144,Noida,"Desserts, Beverages, Fast Food",250,50,4.1,360,194,30 
10145,Hyderabad,"Mithai, Street Food",150,0,3.7,49,12,30 
10146,Delhi,"North Indian, Fast Food, Beverages",200,50,3.4,22,3,30 
10147,Mumbai,"Lebanese, Fast Food",150,50,3.0,9,5,30 
10148,Delhi,"North Indian, Chinese",200,50,3.6,337,75,45 
10149,Noida,"Fast Food, Chinese",100,50,3.5,33,2,30 
10150,Pune,"Street Food, Maharashtrian",200,50,3.4,8,1,30 
10151,Noida,"Bakery, Desserts",100,50,2.7,56,34,120 
10152,Pune,"North Indian, Chinese",200,50,-,-,-,30 
10153,Mumbai,"Rolls, Fast Food",150,50,3.7,174,58,45 
10154,Delhi,Fast Food,150,50,3.9,220,143,65 
10155,Noida,North Indian,100,50,3.0,6,-,30 
10156,Pune,"Chinese, Asian",500,50,4.2,384,214,45 
10157,Noida,"Chinese, South Indian",200,50,3.9,178,67,45 
10158,Pune,"European, Salad, Bar Food, Finger Food, Beverages, Tea, Coffee",600,50,4.3,311,177,30 
10159,Bangalore,North Indian,200,50,3.1,9,5,45 
10160,Pune,Desserts,100,50,3.9,75,47,45 
10161,Gurgaon,"Healthy Food, Juices",350,50,4.3,55,32,30 
10162,Bangalore,"Chinese, North Indian, South Indian",150,50,4.0,133,43,45 
10163,Pune,Chinese,400,50,NEW,-,-,30 
10164,Mumbai,"Fast Food, Continental, Desserts, Beverages, Sandwich",200,50,3.3,32,24,30 
10165,Bangalore,"Bakery, Desserts",100,99,3.3,8,1,45 
10166,Mumbai,North Indian,150,50,-,-,-,45 
10167,Pune,Desserts,150,50,4.2,192,110,30 
10168,Noida,North Indian,150,50,3.4,14,4,30 
10169,Hyderabad,"Arabian, Mithai",200,50,3.6,52,7,30 
10170,Pune,"Asian, Chinese, Thai, Beverages, Desserts",250,50,3.8,31,20,45 
10171,Delhi,"Chinese, Fast Food",100,50,2.9,5,4,30 
10172,Pune,"Continental, Italian, Pizza, Burger, Chinese, North Indian, Salad",650,50,3.9,123,72,30 
10173,Noida,North Indian,150,50,-,-,-,30 
10174,Noida,"Bakery, Desserts, Fast Food",200,50,3.5,8,8,30 
10175,Bangalore,"Healthy Food, North Indian, Biryani, Continental, Beverages",200,50,4.2,1285,282,45 
10176,Delhi,"Cafe, Fast Food, Beverages, Desserts, Tea",200,50,3.9,212,156,30 
10177,Mumbai,Fast Food,150,50,3.5,34,11,30 
10178,Noida,"Desserts, Fast Food",200,50,3.3,17,9,30 
10179,Hyderabad,"Mughlai, Biryani",200,50,3.9,566,77,30 
10180,Pune,North Indian,350,50,3.1,8,1,30 
10181,Pune,Bakery,100,50,3.6,38,16,30 
10182,Delhi,"Beverages, Desserts",200,50,4.0,182,104,45 
10183,Pune,"North Indian, Chinese, Malwani, South Indian",200,50,3.2,5,1,30 
10184,Bangalore,"North Indian, Beverages",100,50,3.6,42,19,30 
10185,Pune,Fast Food,200,50,3.8,162,91,30 
10186,Bangalore,"Healthy Food, Beverages, Salad, Juices",200,50,3.9,134,45,65 
10187,Mumbai,"North Indian, Chinese",150,50,NEW,-,-,30 
10188,Bangalore,"Rolls, Fast Food",150,50,4.1,262,86,45 
10189,Gurgaon,"Fast Food, Desserts, Ice Cream, Beverages",250,99,4.3,430,228,45 
10190,Mumbai,"Fast Food, Lebanese",200,50,NEW,-,-,30 
10191,Pune,"Mithai, Street Food",200,50,3.8,52,16,30 
10192,Bangalore,"Hyderabadi, Chinese",100,50,3.8,45,8,45 
10193,Kolkata,"North Indian, South Indian",200,50,3.8,275,38,65 
10194,Pune,"Street Food, Sandwich, South Indian",100,50,3.8,152,28,30 
10195,Gurgaon,North Indian,100,50,3.4,37,21,45 
10196,Bangalore,"South Indian, Chinese",100,50,3.7,295,24,45 
10197,Delhi,"Healthy Food, Italian, Salad",350,50,4.1,331,112,30 
10198,Delhi,"Bakery, Fast Food",150,50,3.3,7,1,30 
10199,Bangalore,"Biryani, South Indian",200,50,3.7,-,-,30 
10200,Mumbai,"Fast Food, Burger, Beverages",200,50,2.7,41,16,45 
10201,Gurgaon,"Burger, Fast Food, Chinese",150,99,3.8,205,80,30 
10202,Bangalore,"Beverages, Ice Cream, Sandwich, Desserts",100,50,3.7,23,11,30 
10203,Mumbai,"Fast Food, Juices, Beverages, Pizza",150,50,3.8,210,70,30 
10204,Noida,North Indian,250,50,3.7,201,58,45 
10205,Bangalore,"North Indian, Chinese, Continental, Momos",500,50,4.3,1455,788,65 
10206,Pune,Street Food,50,50,-,-,-,30 
10207,Gurgaon,North Indian,250,50,NEW,-,-,30 
10208,Hyderabad,South Indian,50,50,3.9,97,17,65 
10209,Noida,"Pizza, Fast Food",150,50,3.9,173,155,30 
10210,Pune,Desserts,150,50,3.6,30,12,30 
10211,Bangalore,North Indian,100,50,4.1,91,30,65 
10212,Delhi,"South Indian, Chinese",150,50,3.3,24,6,30 
10213,Bangalore,Street Food,100,50,3.6,21,7,45 
10214,Noida,North Indian,450,50,3.6,357,257,30 
10215,Noida,"North Indian, Chinese",200,50,3.5,321,62,45 
10216,Noida,"Mughlai, North Indian, Chinese",450,99,3.9,601,400,45 
10217,Pune,"Fast Food, Rolls, Biryani, North Indian",150,50,3.9,263,137,45 
10218,Delhi,"Chinese, Momos, Fast Food",100,50,3.8,66,30,30 
10219,Delhi,"Burger, Fast Food",200,50,4.0,1415,351,45 
10220,Hyderabad,Maharashtrian,100,50,3.1,4,1,30 
10221,Pune,"Cafe, Fast Food, Street Food, Beverages",200,50,-,-,-,30 
10222,Delhi,"Chinese, Fast Food",150,50,3.4,23,11,30 
10223,Delhi,"North Indian, Mughlai, Raw Meats",300,50,3.8,136,40,45 
10224,Bangalore,"Desserts, Bakery, Continental, Salad, Burger, Pizza",250,199,3.8,447,211,45 
10225,Noida,"Mithai, Bakery",200,50,3.1,6,2,30 
10226,Delhi,North Indian,150,50,-,-,-,30 
10227,Kolkata,"Continental, Burger, Pizza, Sandwich, Fast Food",150,50,3.7,116,39,45 
10228,Bangalore,"Bengali, Chinese, North Indian",250,99,3.2,198,69,45 
10229,Bangalore,"South Indian, North Indian, Chinese, Beverages",200,50,3.8,142,39,30 
10230,Noida,"Bakery, Cafe, Pizza, Sandwich, Salad",200,50,3.9,48,36,30 
10231,Noida,Street Food,150,0,3.4,48,23,65 
10232,Bangalore,"North Indian, South Indian",100,50,3.6,114,25,65 
10233,Noida,"North Indian, Continental, Chinese, Juices",250,50,4.1,1109,553,65 
10234,Noida,Street Food,100,50,4.0,115,22,30 
10235,Delhi,"Bakery, Desserts",200,99,-,-,-,120 
10236,Delhi,Healthy Food,200,50,3.5,33,15,30 
10237,Noida,"North Indian, Healthy Food, South Indian",200,50,3.6,79,23,30 
10238,Hyderabad,"South Indian, Beverages",100,50,3.5,18,7,30 
10239,Bangalore,North Indian,200,50,3.6,42,24,30 
10240,Pune,"North Indian, Chinese, Continental",150,50,3.5,27,19,30 
10241,Pune,"Fast Food, Pizza, Desserts",200,50,3.4,20,5,30 
10242,Hyderabad,"Burger, Fast Food, Beverages, Cafe, Desserts",200,50,4.1,818,147,30 
10243,Pune,American,300,50,3.8,20,13,30 
10244,Pune,Fast Food,150,50,-,-,-,30 
10245,Pune,"North Indian, Chinese, Kerala",250,50,3.4,14,2,30 
10246,Delhi,South Indian,100,50,3.8,141,35,30 
10247,Pune,"North Indian, Chinese",450,99,3.1,4,3,45 
10248,Pune,"Bakery, Desserts, Ice Cream",150,50,4.1,67,53,45 
10249,Mumbai,North Indian,100,50,-,-,-,30 
10250,Noida,North Indian,200,50,4.0,71,55,30 
10251,Pune,Chinese,150,50,3.5,34,3,30 
10252,Bangalore,"Fast Food, Beverages",150,50,3.8,95,44,30 
10253,Pune,"Fast Food, Beverages",200,50,4.0,98,62,30 
10254,Delhi,North Indian,200,50,3.3,23,8,45 
10255,Bangalore,"North Indian, Chinese, South Indian",250,99,3.0,15,6,45 
10256,Noida,"Arabian, Fast Food",150,50,3.4,9,4,30 
10257,Delhi,"Pizza, Fast Food",150,50,NEW,-,-,30 
10258,Kolkata,"Mishti, Fast Food, South Indian, Street Food, Desserts",200,50,3.6,113,74,30 
10259,Pune,"North Indian, Chinese, Mughlai",200,50,3.9,1759,375,30 
10260,Gurgaon,North Indian,250,50,4.1,297,171,45 
10261,Kolkata,"Pizza, Burger, Rolls, Sandwich",100,50,3.2,9,4,30 
10262,Delhi,"Pizza, Italian",250,99,4.2,793,418,45 
10263,Mumbai,"Chinese, Mughlai, North Indian",200,50,3.5,63,34,30 
10264,Mumbai,"Bakery, Fast Food, Desserts",200,50,4.3,36,30,30 
10265,Bangalore,"North Indian, Chinese, Odia",150,50,-,-,-,30 
10266,Bangalore,"South Indian, Chinese, Biryani",100,50,-,-,-,30 
10267,Pune,"Momos, Fast Food, Tibetan, Chinese, Beverages",150,50,3.7,48,39,30 
10268,Delhi,Bakery,100,50,-,-,-,30 
10269,Delhi,"North Indian, South Indian, Fast Food",200,50,3.2,31,14,30 
10270,Noida,"Mithai, North Indian, Chinese",150,50,NEW,-,-,30 
10271,Noida,"Fast Food, Burger, Sandwich, Beverages",100,50,3.7,53,22,30 
10272,Bangalore,"North Indian, Chinese, Arabian",300,50,3.0,20,7,30 
10273,Hyderabad,"South Indian, Biryani",200,50,3.9,48,19,30 
10274,Delhi,"Parsi, North Indian, Iranian, Maharashtrian, Fast Food, Desserts, Beverages",850,50,4.2,2990,1787,45 
10275,Bangalore,South Indian,50,50,3.5,11,3,30 
10276,Pune,North Indian,200,50,3.0,35,8,45 
10277,Mumbai,"Fast Food, Pizza",150,50,3.0,73,28,45 
10278,Delhi,Chinese,250,50,3.9,21,14,30 
10279,Delhi,North Indian,150,50,3.2,11,2,65 
10280,Noida,North Indian,200,99,3.0,19,11,45 
10281,Delhi,"Burger, Fast Food, Desserts, Beverages",150,50,-,-,-,30 
10282,Pune,"North Indian, Chinese",200,50,4.0,2527,1009,80 
10283,Bangalore,"Modern Indian, Continental, BBQ",650,99,4.2,1426,875,45 
10284,Noida,"North Indian, Chinese, Fast Food",300,50,4.3,-,-,30 
10285,Noida,"North Indian, Mughlai, Kebab",200,50,4.3,145,102,30 
10286,Delhi,Beverages,100,50,-,-,-,30 
10287,Delhi,"Desserts, Beverages",150,50,3.6,16,7,45 
10288,Hyderabad,"Mithai, Street Food",50,50,NEW,-,-,30 
10289,Delhi,"North Indian, Chinese, Fast Food, Mughlai, Italian, Burger, Desserts, Beverages",250,99,4.5,777,261,45 
10290,Pune,"Sandwich, Fast Food, Salad, Beverages, Healthy Food",250,50,3.8,32,20,30 
10291,Noida,Fast Food,250,50,3.9,-,-,30 
10292,Pune,South Indian,150,50,3.5,214,97,65 
10293,Noida,"Pizza, Fast Food",200,50,-,-,-,30 
10294,Bangalore,"Beverages, Fast Food",100,50,3.9,-,-,45 
10295,Noida,"North Indian, Fast Food",100,50,3.5,31,23,30 
10296,Noida,North Indian,250,99,-,-,-,30 
10297,Pune,"Seafood, North Indian, Mangalorean, Chinese",600,50,3.9,577,313,45 
10298,Noida,"North Indian, Chinese, Mughlai",200,50,-,-,-,30 
10299,Noida,"North Indian, Mughlai, Biryani, Rolls",200,99,4.7,249,235,30 
10300,Noida,"North Indian, Chinese, Beverages",600,50,4.3,857,621,65 
10301,Kolkata,"South Indian, North Indian, Chinese",250,50,3.6,147,56,45 
10302,Pune,"North Indian, Chinese, Fast Food",200,50,3.4,53,24,30 
10303,Delhi,"Mithai, Street Food",150,50,3.8,100,24,30 
10304,Bangalore,Ice Cream,50,50,3.6,9,3,30 
10305,Delhi,North Indian,150,50,NEW,-,-,30 
10306,Pune,"Asian, European, North Indian, American",600,50,4.3,438,239,30 
10307,Mumbai,"Biryani, Chinese, Fast Food, Beverages, North Indian, Mughlai, Seafood",350,50,3.7,269,127,45 
10308,Delhi,North Indian,100,50,3.8,112,24,30 
10309,Bangalore,"Fast Food, Italian",250,50,3.5,26,14,30 
10310,Noida,"North Indian, Mughlai, Chinese",300,50,3.7,238,28,45 
10311,Mumbai,"Desserts, Bakery",200,50,3.2,5,2,30 
10312,Bangalore,Healthy Food,200,50,-,-,-,30 
10313,Mumbai,"North Indian, Chinese, Seafood, Asian",350,50,3.5,42,24,30 
10314,Noida,"Bakery, Desserts, Fast Food",150,50,3.5,47,16,65 
10315,Bangalore,"Beverages, Fast Food",100,50,-,-,-,30 
10316,Delhi,"North Indian, Chinese",150,50,3.7,252,189,30 
10317,Noida,"North Indian, Street Food",100,50,3.9,823,173,45 
10318,Pune,"North Indian, Chinese, Biryani",350,50,3.6,95,59,30 
10319,Mumbai,"Desserts, Beverages",100,50,4.1,313,161,45 
10320,Bangalore,Beverages,100,50,3.1,15,9,30 
10321,Noida,"Biryani, Mughlai",400,50,3.6,17,10,30 
10322,Pune,Chinese,200,50,NEW,-,-,30 
10323,Bangalore,"North Indian, Beverages",100,50,-,-,-,30 
10324,Delhi,"Desserts, Beverages",200,50,3.8,191,96,30 
10325,Kolkata,Fast Food,100,50,2.9,92,18,45 
10326,Pune,"Fast Food, Maharashtrian, South Indian, Chinese, Beverages",200,50,-,-,-,30 
10327,Pune,"Cafe, Fast Food",100,50,3.5,73,26,45 
10328,Pune,"Chinese, North Indian",150,50,2.9,15,3,45 
10329,Mumbai,"Afghan, BBQ, Biryani, Seafood",200,50,3.5,26,15,30 
10330,Bangalore,"North Indian, Chinese",200,50,-,-,-,30 
10331,Bangalore,"Desserts, Beverages",150,50,4.0,43,23,30 
10332,Pune,Mithai,50,50,3.2,8,-,30 
10333,Delhi,"Desserts, Beverages",150,50,4.1,262,152,30 
10334,Gurgaon,"North Indian, Chinese",200,50,3.8,91,49,30 
10335,Pune,Fast Food,100,50,3.8,73,36,30 
10336,Noida,North Indian,150,50,3.6,32,20,30 
10337,Bangalore,"Vietnamese, Thai, Burmese, Japanese",500,50,4.5,1031,550,45 
10338,Pune,North Indian,200,50,3.1,4,-,30 
10339,Noida,Street Food,100,50,-,-,-,30 
